Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh,Weather_Description,Work_Suitability,Flood_Risk
"Jagdishpur, Uttar Pradesh",2024-04-08 00:27:07,31.21,61.7,6.691452875653255,17.52,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2024-03-04 13:20:33,38.93,46.68,3.0479407367684743,14.82,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-05-04 09:03:44,24.14,36.42,7.615040508535053,21.81,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",2024-01-30 17:23:22,28.11,46.71,7.942107970631103,10.54,Heavy Rainfall,No,Low
"Kochi, Kerala",2024-05-18 04:56:47,27.5,71.33,1.7776588372925406,10.68,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-01-03 02:21:06,33.62,28.25,1.1102943496512585,18.28,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2024-02-06 20:44:46,39.67,53.17,2.274230714554981,15.07,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2024-03-26 14:51:52,35.15,37.08,7.510155675071656,11.11,Heavy Rainfall,No,High
"Gandhar, Gujarat",2024-04-17 06:34:31,24.74,62.19,6.245214820553095,8.07,Moderate Rainfall,Yes,High
"Jamnagar, Gujarat",2024-01-02 16:05:50,16.606946937547377,60.00473569856699,8.623222066117723,26.16966848587252,Heavy Rainfall,No,High
"Mumbai, Maharashtra",2024-01-19 08:00:41,39.61909812571154,33.19314297545872,9.886305629421564,2.9482297456265947,Heavy Rainfall,No,High
Delhi,2024-04-30 08:51:30,17.33206772772056,63.40184372240434,5.25679258481847,8.124925958624614,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-02-20 12:04:39,-5.859549295193059,62.76081369331347,8.017733921577125,19.44268820170768,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",2024-03-26 19:07:34,17.69972774450148,82.18748639794735,6.346769697338244,22.638888238118263,Moderate Rainfall,Yes,High
"Raipur, Chhattisgarh",2024-03-21 10:32:50,-5.560857809503102,35.28335107481037,8.129676854635871,8.099002235876329,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",2024-02-05 21:47:28,2.7062433907006227,78.3692521736933,0.4288444794101742,2.774661021235386,Other,Yes,Low
"Noida, Uttar Pradesh",2024-01-15 09:53:45,-5.484871695612417,57.88264152763976,7.70055285678276,12.079460381674757,Heavy Rainfall,No,Low
"Hazira, Gujarat",2024-01-01 04:56:19,30.47,64.09,3.663924479727777,15.87,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-05-16 11:15:08,39.36,43.07,1.082453525337812,11.65,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-05-02 01:06:32,25.61,71.31,0.1976012105392899,11.13,Other,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-05-14 12:30:49,18.21,53.5,3.279787180968288,22.93,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2024-05-06 09:25:51,22.63,43.98,6.440037250539881,25.34,Moderate Rainfall,Yes,High
"Bijaipur, Madhya Pradesh",2024-02-18 23:59:52,33.1,56.26,5.351909949598024,22.88,Moderate Rainfall,Yes,High
"Pata, Uttar Pradesh",2024-02-14 18:30:43,27.02,64.23,2.882710001332587,11.32,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-03-24 11:17:14,29.22,83.13,5.834758158085332,13.18,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-03-07 16:11:03,33.82,36.86,6.0841202198004,14.19,Moderate Rainfall,Yes,High
"Nagpur, Maharashtra",2024-01-18 17:28:05,26.6,46.72,6.988503543709243,24.35,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2024-04-22 15:33:24,30.53,46.0,5.58453355796796,20.51,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",2024-05-09 20:50:23,32.43,50.83,2.2994552083776307,17.52,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-02-22 12:17:32,15.962780700999916,51.33595163071994,2.749406384274704,22.48271281551726,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-02-18 15:58:12,-6.368482342925244,51.483706539320565,9.20292150441247,2.1974443853062144,Heavy Rainfall,No,High
Delhi,2024-01-02 16:56:42,17.19168910868996,41.57599808778349,5.648829202820943,9.167999415233805,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-01-30 04:53:06,9.817447560436737,46.15190957812125,5.313175366683666,7.814062023425637,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2024-02-04 20:14:07,0.7925613963167528,84.90226166621954,2.9518666203697808,1.864479380673818,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",2024-02-18 07:50:29,22.423428655528863,46.05074011410768,0.6268442539321828,8.76046676029594,Clear,Yes,Low
"Agra, Uttar Pradesh",2024-03-23 17:53:19,33.635113275995955,44.086147430744326,8.385700996463505,6.356250345517792,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",2024-03-02 17:24:37,25.504620751871727,89.86732813221566,7.83000510664001,1.1287969417074617,Heavy Rainfall,No,High
"Hazira, Gujarat",2024-03-15 17:08:25,30.81,62.85,7.385874443181056,10.98,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",2024-01-13 14:21:03,24.79,58.25,9.51025279595422,19.92,Heavy Rainfall,No,High
"Kakinada, Andhra Pradesh",2024-04-16 23:35:34,25.34,71.05,5.774794716263242,29.5,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-01-20 01:18:40,31.83,64.19,9.89018104188994,19.24,Heavy Rainfall,No,High
"Bina, Madhya Pradesh",2024-03-15 22:44:13,20.65,41.32,1.1591449561466416,21.49,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-03-20 04:41:01,22.74,41.54,7.281045132192705,26.37,Heavy Rainfall,No,Low
"Pata, Uttar Pradesh",2024-05-01 06:09:23,29.59,57.07,8.23805008683738,11.78,Heavy Rainfall,No,High
"Kochi, Kerala",2024-04-29 20:21:58,31.86,92.43,7.012951717917484,13.8,Heavy Rainfall,No,High
"Kota, Rajasthan",2024-03-25 07:49:32,35.12,33.94,9.171083363531435,10.07,Heavy Rainfall,No,High
"Nagpur, Maharashtra",2024-01-15 15:19:14,28.73,46.38,5.568544970845406,13.48,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2024-03-22 12:41:55,29.64,35.22,9.281432728514446,23.82,Heavy Rainfall,No,High
"Gandhar, Gujarat",2024-02-06 13:16:36,25.49,65.51,5.827104155999802,17.36,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-04-28 14:27:43,18.22511489711525,89.47845915759119,6.8768718349874725,21.938200745949093,Moderate Rainfall,Yes,High
"Mumbai, Maharashtra",2024-01-17 12:05:48,22.275240787494432,81.18186357156608,0.6711760862502847,26.823433386419875,Other,Yes,Low
Delhi,2024-02-27 06:32:23,35.26037304865347,82.72227305380888,8.606374416867727,9.94417774216592,Heavy Rainfall,No,High
"Bengaluru, Karnataka",2024-04-16 05:31:51,37.49874179452458,83.03676845055602,9.632052957915558,20.543789707100814,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",2024-02-08 23:48:27,32.58027666382959,34.74920380262771,8.897005755846486,28.673818128369863,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",2024-03-27 10:11:44,0.3991863140936669,85.72021232301161,0.0205923619948555,16.68447184926122,Other,Yes,Low
"Agra, Uttar Pradesh",2024-03-01 07:18:58,34.00599039777705,66.1054754932689,1.6401548191692972,20.600244756282475,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2024-05-15 14:48:10,13.20782533253957,38.41741532645752,6.069195731527306,5.34746628896511,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-05-15 16:42:58,25.84,52.15,3.398602462560864,9.22,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-04-12 14:26:13,24.97,39.92,0.0407477459076899,14.79,Clear,Yes,Low
"Kakinada, Andhra Pradesh",2024-04-01 13:36:21,31.22,79.56,3.5152185422221773,14.13,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-02-09 16:48:42,18.64,56.28,5.909235226041605,8.34,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2024-03-04 01:15:56,34.25,47.06,3.521991475882226,20.62,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-03-11 07:28:05,30.78,55.4,2.556062471703082,14.34,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-04-12 06:37:07,22.06,59.9,0.8802712893798392,9.9,Other,Yes,Low
"Kochi, Kerala",2024-03-22 08:19:06,29.86,75.24,2.3507722665182715,9.96,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-03-04 13:15:30,34.48,45.6,6.2168694758645415,16.99,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2024-02-20 03:15:55,37.29,61.76,4.30125020722268,12.06,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2024-02-05 09:17:40,24.17,33.32,3.344266582160792,16.64,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",2024-04-28 20:20:09,31.4,60.75,7.261289819564237,14.85,Heavy Rainfall,No,High
"Jamnagar, Gujarat",2024-04-26 14:25:45,-0.09592841795655,59.08231577541969,6.905218830147383,14.218999582257636,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-01-24 00:16:55,-6.3076425128237,49.53668556411654,1.82558098759537,22.38989791157692,Moderate Rainfall,Yes,Low
Delhi,2024-02-29 20:14:07,22.44530139732204,62.27740606481099,9.38847979020118,19.18036192163392,Heavy Rainfall,No,High
"Bengaluru, Karnataka",2024-05-17 03:25:28,5.862177562056667,57.29422697001219,6.194330200238079,14.357146349592584,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2024-02-19 08:47:04,19.058924749512023,89.03926782526491,5.767868341434212,23.69986338377515,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",2024-02-02 08:55:00,16.479927423678426,44.85908713417943,12.054271153966775,17.361068681206895,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",2024-04-10 17:59:54,-7.691772919006592,72.25632895369473,8.923446947025925,5.618769461598918,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",2024-01-12 18:31:39,12.523348126173763,31.824547561240745,5.556023773284755,24.31073007299204,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-03-15 12:38:43,25.78,51.51,4.508222641832992,12.02,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-04-02 23:10:48,38.74,56.26,4.152191455306671,26.4,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-01-18 22:16:49,37.02,70.96,7.085658675589615,23.63,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2024-03-11 15:54:35,26.75,50.33,0.1093732481498466,21.97,Clear,Yes,Low
"Bina, Madhya Pradesh",2024-05-08 10:54:08,37.71,55.18,0.791803811717583,27.43,Other,Yes,Low
"Bijaipur, Madhya Pradesh",2024-04-18 06:58:06,34.72,36.93,5.01881621802667,15.24,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-03-27 21:18:26,15.66,60.97,5.182836374569026,11.98,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-02-05 19:33:02,28.73,74.04,6.8367179066999375,16.23,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-02-02 23:27:37,39.19,41.25,9.578539798625163,18.82,Heavy Rainfall,No,High
"Nagpur, Maharashtra",2024-04-01 09:58:03,33.69,61.51,9.016119549623768,20.77,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",2024-02-17 02:58:15,22.21,43.67,8.010917477262936,19.83,Heavy Rainfall,No,High
"Gandhar, Gujarat",2024-02-16 08:20:14,28.51,55.6,8.635187980442176,18.5,Heavy Rainfall,No,High
"Jamnagar, Gujarat",2024-01-01 21:37:05,25.672535528097107,76.71476862490215,4.440897151579666,10.422868475378252,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-04-17 16:17:25,10.326312452182629,67.05425223425362,7.06540409597411,23.261119058020185,Heavy Rainfall,No,Low
Delhi,2024-05-01 05:15:24,17.40020619283998,43.58625677052336,6.279555431028651,19.755118132540524,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-03-04 01:57:59,31.42032101165473,36.31895186710681,4.365483448228163,9.192187022797276,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2024-04-27 11:15:33,4.772455785079202,35.45167274134305,9.407112584350594,21.435833089426087,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",2024-01-15 07:23:15,28.576927097738988,64.35853798451328,9.573917665857207,16.477008033184187,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",2024-04-27 14:11:43,21.28720664868862,63.23114888236036,6.127024778001431,19.17330260908863,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2024-02-03 04:45:42,28.17578459363655,69.47192704772453,0.0763441175986634,16.072740141057505,Clear,Yes,Low
"Hazira, Gujarat",2024-03-30 14:13:35,24.87,60.32,3.693845141717416,6.58,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-01-11 01:08:24,34.27,47.37,4.853962881646952,24.07,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-04-16 13:18:41,37.95,72.7,0.8790403612659226,15.97,Other,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-05-08 13:35:28,28.83,58.69,0.856817679694124,24.1,Other,Yes,Low
"Bina, Madhya Pradesh",2024-05-10 15:20:13,35.51,32.02,7.016959382387827,24.97,Heavy Rainfall,No,Low
"Bijaipur, Madhya Pradesh",2024-01-15 08:16:50,26.42,46.25,1.4802608231277423,14.91,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-01-23 16:02:16,28.02,67.32,6.9198634716435015,10.31,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-02-28 04:41:58,29.9,91.26,5.478927433516248,11.59,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-03-07 05:50:35,30.41,38.47,9.20537789266772,5.05,Heavy Rainfall,No,High
"Nagpur, Maharashtra",2024-05-18 18:00:35,24.43,54.57,6.1962708971368325,19.31,Moderate Rainfall,Yes,High
"Indore, Madhya Pradesh",2024-02-24 00:26:34,23.43,31.47,1.3592812140097057,12.32,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",2024-03-11 04:53:36,26.46,53.16,5.461302315658313,8.26,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-03-01 21:32:58,35.68446820357378,74.20026042177602,5.746869550541838,6.205781311333683,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-05-07 23:13:09,15.685555595857084,45.48444168492792,4.510239896617025,7.036025771300135,Moderate Rainfall,Yes,Low
Delhi,2024-04-15 20:48:09,13.422805477619065,47.65058649537667,5.196613401629038,26.64733472003393,Moderate Rainfall,Yes,High
"Bengaluru, Karnataka",2024-05-01 22:49:48,2.3016760224058057,60.66249076040534,0.5261032206596283,18.921442221090643,Clear,Yes,Low
"Chennai, Tamil Nadu",2024-04-30 18:18:28,18.272249216267216,77.24558425738829,7.422581542358227,14.89603600290242,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",2024-03-28 09:20:21,39.18332714273369,78.04320554732008,0.8771393145001771,29.34358303877434,Other,Yes,Low
"Agra, Uttar Pradesh",2024-02-22 20:46:17,-7.6782678366232116,74.47474792734948,1.9640725011124327,10.425459495673191,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2024-04-24 16:25:28,-3.126226875918211,54.80299775760648,8.077827155918907,13.801697674664872,Heavy Rainfall,No,High
"Hazira, Gujarat",2024-02-19 04:42:26,23.41,61.27,8.462767778701764,9.0,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",2024-05-03 05:35:31,36.66,37.34,0.4181507018858188,27.61,Clear,Yes,Low
"Kakinada, Andhra Pradesh",2024-03-24 11:44:31,26.9,62.82,8.702092713123546,27.36,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2024-04-07 14:34:25,23.95,42.84,0.936142599531069,13.77,Clear,Yes,Low
"Bina, Madhya Pradesh",2024-04-18 13:15:44,33.18,50.15,6.895226881106758,20.92,Moderate Rainfall,Yes,High
"Bijaipur, Madhya Pradesh",2024-03-16 20:51:57,32.81,36.29,9.543107344306756,24.79,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",2024-04-04 14:52:43,22.95,59.29,9.65516634059972,4.32,Heavy Rainfall,No,High
"Kochi, Kerala",2024-01-30 17:42:56,28.03,85.57,1.5017114164564516,14.13,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-01-31 23:48:32,32.97,31.2,9.944325562052857,19.8,Heavy Rainfall,No,High
"Nagpur, Maharashtra",2024-01-12 05:06:57,29.88,56.63,0.0574141998696797,13.59,Clear,Yes,Low
"Indore, Madhya Pradesh",2024-01-17 00:34:09,33.76,50.79,1.5423378644291108,14.48,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",2024-04-14 18:04:33,26.55,64.08,4.205201267346437,11.25,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-02-01 20:02:45,10.101776014406568,83.83890646854618,0.3956192014410897,26.815068910842548,Other,Yes,Low
"Mumbai, Maharashtra",2024-03-18 00:15:05,-9.844548580118335,30.42161786695961,4.519933558669288,14.80129426503852,Moderate Rainfall,Yes,Low
Delhi,2024-01-12 17:43:48,31.142933264043272,88.4400935837654,5.677825617815931,21.40081451701957,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-02-21 11:04:21,32.79194360203631,56.27526977743279,9.196479306443218,15.661634724066984,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",2024-05-15 15:45:38,16.17653357444049,52.00254383827787,0.2358155246558813,29.556435341540823,Clear,Yes,Low
"Raipur, Chhattisgarh",2024-03-02 03:23:24,-4.318028706505191,83.04881630849874,2.2173708991346386,29.552882606754537,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-04-09 23:01:54,9.376236450068768,77.88923004722265,8.494313835795591,28.24020743018192,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",2024-02-22 08:53:39,10.349249098068915,45.21430690092657,5.361597006648776,23.0924474570946,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-01-30 04:28:23,25.35,64.14,8.616725286260024,15.03,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",2024-01-30 00:16:55,37.03,56.42,5.597177665880369,13.8,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-04-19 10:46:56,36.22,63.37,5.440834109628998,11.97,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-01-12 00:32:00,21.29,68.22,4.4145991121073935,13.96,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2024-01-10 13:39:19,38.81,36.56,4.194059597031545,25.07,Moderate Rainfall,Yes,High
"Bijaipur, Madhya Pradesh",2024-01-28 13:27:58,35.81,58.38,8.734877802758435,27.18,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",2024-04-01 22:25:33,13.36,74.39,6.452958127734158,4.12,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-04-26 07:04:57,24.48,77.69,7.930322087264296,14.42,Heavy Rainfall,No,Low
"Kota, Rajasthan",2024-03-09 11:12:38,37.56,30.8,0.6317807712835299,9.3,Clear,Yes,Low
"Nagpur, Maharashtra",2024-02-01 07:27:04,28.3,53.4,0.3082805766875496,12.97,Clear,Yes,Low
"Indore, Madhya Pradesh",2024-04-13 09:12:41,25.65,46.44,5.171562837887685,13.06,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",2024-03-03 12:27:05,24.12,55.28,5.258387805509129,14.26,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-01-18 06:27:24,-1.2889135627158907,73.27422776614996,2.194351004127122,29.61556577178602,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-03-16 17:05:35,27.721685800992425,54.30458555683856,4.093787184098727,8.342457377075181,Moderate Rainfall,Yes,Low
Delhi,2024-02-18 06:34:10,20.771403320282143,87.3704488391879,3.156179576589049,25.293923811460257,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-03-14 14:46:55,39.46002090177397,74.74659622309977,9.090337036143728,4.034592027144443,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",2024-04-19 03:55:59,-2.825838676364808,48.17219055772594,0.4878028527738054,22.476948821834263,Clear,Yes,Low
"Raipur, Chhattisgarh",2024-04-19 07:28:06,26.39320858048832,33.17176449842084,7.59344919132789,27.910282870654594,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",2024-01-16 10:38:51,1.6213254969630526,62.38717194449992,4.074284438942295,29.392829171264392,Moderate Rainfall,Yes,High
"Noida, Uttar Pradesh",2024-04-24 11:17:29,0.0303719260224806,71.35229957023392,0.2451029744644917,24.673266828588098,Other,Yes,Low
"Hazira, Gujarat",2024-02-06 10:55:19,31.81,68.22,6.7401583326589805,6.1,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-02-28 22:51:28,39.59,45.49,3.358052985839859,21.64,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-05-05 19:15:20,37.61,67.35,8.185159939263727,27.83,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2024-04-21 01:22:10,20.57,47.24,3.178277880420989,18.35,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2024-01-19 10:41:01,20.78,55.93,9.850579336159475,14.83,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",2024-04-06 02:38:40,24.4,49.26,7.910299405213954,17.28,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",2024-03-15 18:24:59,12.24,74.73,2.634337235035153,2.34,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-02-07 13:48:56,24.15,81.48,7.276635899546989,14.05,Heavy Rainfall,No,Low
"Kota, Rajasthan",2024-01-11 19:21:02,41.93,43.49,3.42487715318153,5.76,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2024-04-16 18:21:43,31.55,59.92,6.58279993457276,21.54,Moderate Rainfall,Yes,High
"Indore, Madhya Pradesh",2024-04-24 22:09:04,29.32,39.92,6.898812555448069,10.48,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",2024-03-23 18:30:14,26.2,56.22,8.497533392127686,15.42,Heavy Rainfall,No,High
"Jamnagar, Gujarat",2024-04-21 22:54:24,14.9813179295809,89.90229949510729,9.932317179881588,0.6045218093995863,Heavy Rainfall,No,High
"Mumbai, Maharashtra",2024-01-29 15:56:24,20.58524085824913,84.29838012302665,9.574901531389372,2.4684337424913414,Heavy Rainfall,No,High
Delhi,2024-02-02 00:29:33,14.151430076499835,79.55278312652538,8.780576182692643,2.100121991087553,Heavy Rainfall,No,High
"Bengaluru, Karnataka",2024-01-03 22:21:08,25.119022231907287,53.49559334156337,1.7415885691522737,4.450201926425427,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2024-02-03 20:01:09,20.9036887460974,67.63726631137274,6.714416776691929,13.890289292684876,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",2024-04-07 04:57:45,13.149460021514884,72.99595257495307,0.27683768399831,13.326726091942856,Other,Yes,Low
"Agra, Uttar Pradesh",2024-01-08 04:54:22,36.864691854873136,80.37046411575668,1.6259524257685265,27.26447310280235,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2024-01-01 03:51:45,26.13682207271188,75.93282934473271,11.188956217919932,7.644408116736862,Heavy Rainfall,No,High
"Hazira, Gujarat",2024-03-05 15:59:23,35.95,63.22,7.304533084881738,12.43,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",2024-01-10 02:08:05,31.18,49.69,1.6919672993028845,22.28,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-05-18 17:34:28,30.38,68.46,3.4872198588307435,24.77,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-01-12 06:13:18,30.56,47.36,0.5948581783286955,5.74,Clear,Yes,Low
"Bina, Madhya Pradesh",2024-05-06 08:26:41,22.76,55.62,0.2142247092483229,11.72,Clear,Yes,Low
"Bijaipur, Madhya Pradesh",2024-03-31 23:09:29,26.56,51.75,2.427571175909588,11.38,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-01-31 11:16:01,29.58,59.05,2.5190468472381045,5.57,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-04-04 07:15:58,24.56,90.46,4.719914140806608,9.76,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-03-08 11:32:57,38.0,31.72,5.387180943282291,9.44,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2024-01-28 21:31:34,35.79,41.47,7.011284395382877,21.84,Heavy Rainfall,No,Low
"Indore, Madhya Pradesh",2024-01-12 02:41:54,22.37,41.28,7.117976634884766,21.7,Heavy Rainfall,No,Low
"Gandhar, Gujarat",2024-01-03 10:55:11,24.5,67.8,0.4261124587797249,13.79,Clear,Yes,Low
"Jamnagar, Gujarat",2024-03-20 01:03:54,12.921658958192626,64.3299123157712,1.185025507935139,20.881427450220333,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-04-19 05:21:06,20.99059000403865,43.41122254967955,5.474658870284142,0.9988731125605544,Moderate Rainfall,Yes,Low
Delhi,2024-03-08 13:11:54,2.736694489414141,75.07346257794696,4.430749337742709,12.413968142058817,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-03-23 09:33:25,-3.68215303679267,85.70518230057043,5.392058200840167,15.253128746202654,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2024-02-11 07:11:24,-0.2325128652847201,61.42049017525772,6.527917302449318,13.159210719245912,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",2024-04-29 06:19:34,25.49522362605402,78.02889448049297,5.092081002206688,11.052149806164024,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-01-07 22:24:10,14.384884282448038,88.78502834396721,1.0126761020042852,23.25013488254046,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2024-01-01 18:46:14,24.658072126016307,82.94498822346111,1.871564579742877,27.39617207281896,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-01-28 09:10:05,35.61,60.99,2.0912299806884405,7.66,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-02-23 06:19:09,35.79,40.84,7.023566779658308,19.8,Heavy Rainfall,No,Low
"Kakinada, Andhra Pradesh",2024-02-17 01:45:23,33.41,62.9,2.425036355611772,23.02,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-02-06 20:15:25,18.47,58.65,5.069688256963535,5.53,Moderate Rainfall,Yes,High
"Bina, Madhya Pradesh",2024-04-11 12:47:45,23.32,57.51,6.341268795045992,12.32,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-03-03 05:22:48,23.26,36.82,0.6332295644217489,14.93,Clear,Yes,Low
"Pata, Uttar Pradesh",2024-03-17 03:32:14,29.17,56.43,9.87874788636372,9.33,Heavy Rainfall,No,High
"Kochi, Kerala",2024-04-11 04:17:40,29.37,78.11,6.880457570111355,10.98,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-01-13 03:22:50,38.99,48.88,8.675098857601165,17.15,Heavy Rainfall,No,High
